UniqueCount	AmbigCount
0	1093
0	852
0	103
1	0
13	134
20	0
0	22
1	2
13	0
3	0
13	0
0	0
37	0
40	0
86	0
6	0
155	0
42	0
965	0
96	197
595	0
159	0
311	0
59	0
81	0
239	0
31	0
124	0
192	0
97	0
0	20
5	0
629	0
69	0
88	0
2	0
46	0
62	0
0	0
483	0
29	0
45	0
14	0
27	0
69	0
9	0
0	12
0	0
0	0
0	0
0	0
134	0
97	0
6	0
2	0
81	0
32	0
238	0
11	538
31	538
77	0
1	937
17	937
26	0
36	0
87	0
14	0
410	0
0	2
247	0
245	0
62	0
1299	0
277	0
13	427
24	427
45	0
1	33
0	33
26	0
4	0
0	14
0	5
22	0
3	105
1	105
96	0
334	0
185	0
126	0
0	0
61	632
0	632
5	1
2	1
0	0
239	0
61	0
64	0
55	0
1501	0
223	0
108	0
80	0
61	0
54	0
49	0
34	0
14	0
42	0
800	0
66	0
41	0
5	1021
2	1021
20	0
4	29
0	29
141	0
224	43
45	43
62	0
20	0
31	0
40	0
490	0
129	0
8	0
453	0
109	0
993	1403
0	1205
0	1403
0	1256
0	39
39	39
107	0
37	0
92	0
89	0
21	0
12	0
57	0
230	0
56	0
103	21
12	0
130	0
46	0
15	0
1288	0
0	5
0	1
37	0
93	0
116	0
90	0
63	0
0	77
1	77
0	183
0	183
76	0
79	0
0	8
4	8
260	0
108	0
529	0
52	0
31	0
26	0
64	0
0	0
1011	0
106	0
87	0
230	0
63	0
137	48
2	0
50	5
53	1
4	308
11	308
111	0
421	0
32	0
0	22
0	22
135	0
210	0
499	0
7	0
64	0
130	0
98	0
18	0
64	0
73	0
137	0
242	0
87	0
78	0
24	0
113	0
12	0
134	0
37	0
117	0
46	0
1	23
0	23
11	0
0	5
0	1
0	0
4	0
28	0
22	0
19	0
15	0
47	0
124	0
67	0
35	0
19	0
141	0
7	0
32	0
703	0
1	12
1	12
7	0
79	0
205	0
6	721
3	735
38	0
207	0
23	0
5	0
0	13
0	6
845	0
82	0
10	0
50	0
44	0
27	0
174	0
7	0
72	0
71	0
1	0
25	0
2	0
130	0
55	0
34	0
151	0
846	0
64	0
106	0
234	0
51	0
18	0
26	0
28	0
68	0
47	0
14	0
8	0
86	686
29	0
10	0
274	0
19	0
34	0
337	0
0	0
0	0
47	0
42	0
274	0
13	0
3	0
2	0
64	0
40	0
83	0
4	0
203	0
41	0
39	0
515	0
52	0
110	0
106	0
30	0
112	0
81	0
1	4
2	4
258	0
69	0
55	0
2	538
5	538
44	0
216	0
58	0
51	0
148	0
25	0
