UniqueCount	AmbigCount
0	774
0	630
0	85
2	0
74	302
25	0
0	7
1	0
22	0
41	0
41	0
1	0
230	0
160	0
140	0
1	0
152	0
80	0
539	0
345	425
366	0
125	0
339	0
192	0
61	0
255	0
27	0
95	0
154	0
218	0
0	11
5	0
120	0
154	0
94	0
6	0
110	0
355	0
2	0
751	0
44	0
51	0
22	0
115	0
53	0
33	0
0	3
0	0
0	0
0	0
0	0
16	0
173	0
6	0
9	0
116	0
193	0
139	0
22	835
73	835
178	0
23	1397
29	1397
66	0
104	0
95	0
25	0
418	0
0	3
213	0
1220	0
40	0
1795	0
507	0
29	727
81	727
46	0
0	132
5	132
78	0
3	0
0	6
0	1
14	0
1	76
0	76
130	0
1080	0
379	0
374	0
0	0
97	866
0	866
1	0
2	0
1	0
152	0
138	0
101	0
201	0
1006	0
593	0
98	0
150	0
85	0
102	0
13	0
29	0
22	0
76	0
2093	0
46	0
82	0
15	781
1	781
21	0
2	31
2	31
118	0
216	102
103	102
141	0
59	0
62	0
44	0
1153	0
404	0
34	0
1622	0
237	0
1955	2878
0	2409
0	2878
0	2590
0	91
94	91
123	0
80	0
137	0
49	0
24	0
13	0
169	0
422	0
90	0
98	30
21	0
366	0
134	0
49	0
639	0
0	5
0	0
117	0
146	0
301	0
153	0
55	0
2	131
2	131
1	317
4	317
103	0
137	0
1	3
1	3
246	0
85	0
604	0
77	0
50	0
57	0
172	0
0	0
94	0
116	0
122	0
80	0
141	0
96	45
5	0
149	11
43	4
2	57
6	57
151	0
719	0
44	0
0	57
0	57
193	0
176	0
231	0
6	0
139	0
134	0
241	0
26	0
103	0
162	0
503	0
430	0
55	0
81	0
37	0
179	0
88	0
221	0
59	0
192	0
91	0
0	114
4	114
33	0
0	5
0	0
2	0
1	0
39	0
30	0
23	0
5	0
98	0
321	0
77	0
89	0
36	0
133	0
5	0
94	0
369	0
1	16
1	16
5	0
33	0
534	0
19	1283
11	1313
52	0
262	0
66	0
27	0
0	16
0	0
129	0
111	0
31	0
107	0
58	0
58	0
80	0
10	0
64	0
196	0
3	0
41	0
15	0
96	0
52	0
44	0
176	0
783	0
213	0
107	0
410	0
74	0
22	0
35	0
55	0
129	0
76	0
44	0
2	0
391	2389
157	0
11	0
71	0
21	0
121	0
1793	0
52	0
0	2
113	0
56	0
1034	0
7	0
0	0
0	0
145	0
68	0
91	0
5	0
285	0
48	0
69	0
545	0
49	0
151	0
122	0
68	0
156	0
168	0
1	8
2	8
137	0
99	0
98	0
9	1423
13	1423
74	0
301	0
142	0
79	0
214	0
47	0
5	0
16	41
0	0
0	3
3	0
0	1
0	4
0	570
0	570
0	570
0	0
13	0
11	0
4	107
92	25
0	207
0	194
1	634
0	6
0	1
142	0
10	2
0	4
0	0
0	0
0	0
22	50
94	0
111	0
104	0
55	0
24	0
317	0
43	0
129	0
270	0
126	0
429	0
52	0
32	0
58	0
68	0
179	0
58	0
82	0
99	0
73	0
93	0
2325	0
2	0
6	0
61	0
470	0
20	0
148	0
47	0
68	0
95	0
5	99
12	99
407	0
9	0
34	0
180	15
4	15
115	0
105	0
288	0
45	0
133	0
21	0
197	0
1	0
452	0
459	0
33	0
28	0
38	0
171	0
39	0
46	0
48	0
94	0
161	0
0	2
1173	3780
4	91
602	67
0	24
71	0
0	240
0	240
108	0
271	0
115	0
189	0
78	0
0	1092
0	0
0	1
151	0
292	0
23	0
46	0
0	0
9	0
0	3
0	0
80	0
7	0
8	0
1	0
1	11
15	0
0	0
111	0
31	45
0	3
0	1
0	4
45	3
0	107
0	586
0	635
0	61
0	228
0	215
0	3
0	4
122	0
54	0
198	0
94	0
132	0
78	0
272	0
0	0
0	1216
0	5948
0	5994
0	5993
0	3
4109	0
96	0
53	0
114	0
90	0
1406	0
1	30
1	30
533	0
203	0
76	0
237	0
5	547
45	547
119	0
183	0
139	2
69	0
65	7
46	0
228	0
183	0
771	0
223	0
35	0
7	0
491	1944
0	0
34	0
30	0
25	0
90	0
217	0
236	0
1771	0
103	0
102	0
66	0
8	218
31	218
1	80
9	80
252	0
67	0
281	0
68	0
45	0
74	0
275	0
9	285
8	285
155	0
61	0
344	0
39	0
1388	0
1	0
242	0
133	0
599	0
3	151
15	151
39	0
114	0
221	0
54	0
201	0
38	0
156	0
271	0
56	0
16	0
801	0
102	0
345	0
118	0
11	1627
13	1627
7	61
17	61
35	0
146	0
79	0
392	0
88	0
240	0
64	0
0	59
14	59
663	0
43	0
439	0
0	2
0	12
79	0
3	0
62	0
45	0
27	0
0	0
86	0
220	0
150	0
75	0
0	23
0	34
0	35
0	35
0	6
412	0
595	203
707	6
267	0
212	0
93	0
188	0
84	0
27	0
308	0
91	0
164	0
504	1258
940	853
1118	0
0	0
0	53
0	53
0	53
41	0
0	3
113	0
232	0
44	0
139	0
6	0
4	6
0	14
0	14
0	7
89	0
101	0
226	0
189	0
1220	0
255	0
6	0
117	0
158	0
45	0
100	1789
2	0
154	0
161	0
307	0
206	0
365	0
319	0
75	0
29	0
1811	0
10	0
160	0
63	0
67	0
185	0
2	0
36	0
236	0
325	0
15	371
34	371
208	0
50	0
379	0
234	0
5163	0
108	0
0	4
351	0
1	1
63	0
77	0
137	0
101	0
215	0
90	0
53	0
4	56
2	56
76	0
106	0
33	0
379	0
414	0
2	67
11	67
40	0
86	0
3369	0
0	0
157	0
234	0
11	0
66	0
22	981
18	981
249	0
225	0
244	0
0	1
0	10
5	642
43	642
33	0
255	0
15	1308
0	1308
3	0
278	0
300	0
104	0
130	0
0	302
45	325
36	153
71	0
17	8
19	14
123	0
135	0
89	0
199	0
160	0
435	0
94	0
126	0
97	0
150	0
722	0
40	0
45	0
304	0
121	0
304	0
4	40
13	40
99	12
134	0
408	0
28	0
0	13736
0	53
0	53
106	0
486	0
226	0
68	0
95	0
410	0
107	0
1129	0
43	0
96	0
84	0
39	0
102	0
122	0
35	0
198	0
55	0
46	0
394	0
808	0
23	0
113	0
401	0
4	0
133	0
274	0
158	0
63	0
584	0
83	0
265	0
15	0
33	0
91	0
76	0
37	0
7	0
82	0
299	0
51	0
133	0
658	0
121	0
112	0
103	0
93	0
128	0
33	0
46	0
457	0
178	0
51	0
158	0
377	0
43	0
71	0
180	0
261	0
9	0
9	2251
22	2251
132	0
2	0
129	0
11	0
186	0
7	28
0	28
100	0
25	0
20	788
37	788
11	876
41	876
93	0
53	0
12	0
47	0
942	0
1	0
3	0
10	0
94	0
412	0
141	0
7	0
55	0
87	0
114	0
304	0
53	0
154	0
135	0
703	0
5	0
0	6
0	9
85	0
58	0
72	0
7	0
110	0
1	101
0	101
135	0
23	0
224	70
0	12
15	52
0	52
743	0
0	0
409	0
25	0
101	0
145	0
41	0
198	0
8	536
9	536
126	0
9045	0
30	0
42	0
25	0
224	0
270	0
75	0
128	0
81	0
84	0
15	0
79	0
71	0
50	0
7	0
203	0
53	0
53	0
142	0
285	0
5	0
102	0
35	0
63	0
59	0
121	0
3	100
20	100
354	0
40	0
21	0
65	0
81	0
60	0
190	0
413	0
37	0
58	0
55	23
0	23
124	0
97	0
50	0
62	0
82	0
126	0
57	0
102	0
260	0
107	0
156	0
61	0
165	0
85	0
278	0
62	0
44	0
734	0
522	0
95	0
81	0
247	0
37	0
5	0
56	0
429	0
185	0
10	0
0	0
118	53
216	0
0	0
6	67
0	6
88	1563
2	0
13	0
2	0
3	37
0	10
0	169
0	5
103	0
30	0
99	0
124	0
55	30
0	30
486	0
215	0
49	0
33	0
0	0
102	0
160	0
74	0
255	0
82	0
1	0
8	0
21	0
230	0
46	0
771	0
0	51
0	576
0	548
37	0
194	0
56	0
36	0
398	0
115	0
58	0
48	0
60	0
217	0
46	0
137	0
14	0
110	0
19	0
2364	1
146	0
0	9
7	0
0	1308
0	6823
0	6874
0	6874
0	3
215	0
332	0
29	0
106	0
0	26
7	26
136	0
23	0
54	0
20	0
3	46
24	46
124	0
27	0
49	0
8	69
1	69
103	0
4	0
3	0
1	0
114	0
103	0
167	0
276	0
4	0
0	0
18	0
0	2
194	0
265	0
6	0
351	0
3819	0
93	0
35	0
213	0
0	12
111	0
212	0
10	0
0	0
0	1
37	0
94	0
48	0
33	0
2705	0
0	0
125	0
42	0
768	0
262	2
5	0
102	0
29	0
0	1
68	0
0	192
18	192
121	0
0	0
15	890
57	890
399	0
149	0
289	0
83	0
96	0
153	0
103	0
0	34
5	203
0	17
0	12
190	2
3	0
53	0
92	0
8	0
62	0
52	0
12	1
0	1
29	0
16	0
163	0
61	0
76	0
20	0
17	0
15	0
1	0
0	0
12	0
69	0
32	0
90	0
25	0
111	0
41	0
33	0
58	0
21	0
32	0
32	0
40	0
75	0
61	0
81	0
180	0
134	0
48	0
4	0
29	0
22	0
82	0
20	0
47	0
42	0
52	0
445	0
20	0
81	0
1	0
0	107
6	148
24	148
403	0
0	10
0	31
0	21
16	0
195	80
1	3
2867	0
161	0
186	434
5	0
52	930
3	21
0	31
0	563
4	60
1339	704
4	0
4	0
158	0
144	0
61	0
317	0
210	0
79	0
250	0
46	0
51	0
351	0
80	0
369	1915
9	0
86	0
117	0
31	0
502	0
16	0
18	0
0	47
1	47
13	0
39	0
44	0
504	0
113	0
126	0
206	0
12	0
53	0
40	0
130	0
135	0
181	0
315	0
1	0
380	0
47	0
68	0
56	0
52	0
55	0
314	0
38	0
241	0
120	0
47	0
636	19
25	1608
0	1593
203	0
19	0
134	64
5	0
1212	0
14	867
60	0
172	278
623	0
207	0
34	0
249	0
35	0
58	0
66	0
327	0
77	0
2064	0
151	0
55	0
1156	0
72	0
84	0
76	0
77	0
315	0
21	0
331	0
0	0
109	0
69	0
33	0
66	0
44	0
226	0
55	0
136	0
155	0
954	0
29	0
483	0
75	0
381	0
55	0
21	0
782	0
34	0
51	0
596	19
27	1551
0	1536
153	0
273	64
5	867
92	0
261	0
201	278
442	0
24	482
76	482
20	0
185	0
23	0
1742	0
13	317
32	317
329	0
39	0
256	0
71	0
162	0
27	0
77	0
150	0
10	190
3	190
12	0
150	0
153	0
27	0
355	0
12	0
0	63
2	63
52	0
98	0
76	0
64	0
97	0
151	0
97	0
467	0
127	0
23	0
399	0
348	0
71	0
99	0
138	0
64	0
65	0
157	0
15	0
99	0
7	0
39	0
460	0
11	392
30	392
5	448
3	448
500	0
141	0
22	130
1	130
434	0
103	0
109	0
16	734
102	734
246	0
364	0
145	0
235	0
515	0
39	0
792	0
