UniqueCount	AmbigCount
0	3820
0	3085
0	485
5	0
51	292
21	0
0	16
5	2
41	0
25	0
27	0
2	0
101	0
92	0
72	0
0	0
61	0
83	0
421	0
127	189
98	0
81	0
315	0
193	0
394	0
415	0
24	0
133	0
60	0
217	0
0	1
2	0
130	0
144	0
105	0
3	0
82	0
340	0
0	0
262	0
36	0
20	0
29	0
96	0
74	0
29	0
0	5
0	0
0	0
0	0
0	0
17	0
195	0
5	0
2	0
72	0
72	0
175	0
26	361
24	361
213	0
11	705
14	705
57	0
76	0
121	0
17	0
99	0
0	0
171	0
1480	0
51	0
650	0
400	0
15	176
24	176
32	0
0	61
2	61
15	0
2	0
0	5
0	4
4	0
0	109
0	109
86	0
524	0
251	0
233	0
0	0
57	492
0	492
13	1
9	1
1	0
110	0
81	0
35	0
134	0
561	0
734	0
290	0
87	0
63	0
94	0
13	0
20	0
27	0
87	0
2079	0
28	0
122	0
8	333
2	333
40	0
2	21
0	21
101	0
57	37
51	37
96	0
70	0
36	0
61	0
494	0
250	0
17	0
612	0
57	0
50	54
0	46
0	54
0	46
0	65
108	65
118	0
43	0
41	0
24	0
32	0
11	0
137	0
303	0
21	0
50	15
82	0
215	0
73	0
32	0
405	0
0	1
0	1
176	0
53	0
201	0
209	0
99	0
8	62
1	62
1	216
3	216
216	0
242	0
0	1
0	1
504	0
39	0
871	0
63	0
52	0
31	0
256	0
1	0
110	0
72	0
105	0
47	0
93	0
480	190
4	0
2156	55
121	5
3	84
1	84
119	0
650	0
62	0
1	69
0	69
301	0
190	0
613	0
12	0
201	0
110	0
169	0
38	0
115	0
97	0
266	0
514	0
63	0
88	0
28	0
96	0
42	0
201	0
55	0
68	0
52	0
1	62
2	62
19	0
0	1
0	1
1	0
0	0
27	0
16	0
24	0
15	0
207	0
203	0
54	0
63	0
47	0
119	0
5	0
27	0
289	0
2	46
0	46
2	0
140	0
424	0
22	437
2	459
32	0
118	0
14	0
10	0
0	7
0	0
123	0
57	0
7	0
39	0
110	0
96	0
24	0
2	0
30	0
218	0
1	0
37	0
30	0
140	0
69	0
77	0
205	0
447	0
76	0
117	0
458	0
48	0
17	0
47	0
29	0
78	0
117	0
34	0
5	0
955	4031
71	0
22	0
60	0
23	0
163	0
530	0
55	0
0	0
45	0
64	0
1461	0
5	0
0	0
1	0
220	0
66	0
76	0
14	0
427	0
20	0
25	0
160	0
91	0
145	0
62	0
42	0
145	0
282	0
2	5
1	5
93	0
58	0
187	0
9	615
5	615
81	0
671	0
151	0
62	0
318	0
36	0
17	0
74	87
0	0
0	4
3	0
0	5
0	9
0	599
0	599
0	599
0	0
1	0
2	0
9	132
54	14
0	913
0	849
2	3244
0	18
2	2
35	0
3	3
0	8
0	0
0	0
1	0
25	92
65	0
374	0
558	0
34	0
25	0
417	0
25	0
109	0
241	0
175	0
290	0
64	0
21	0
22	0
77	0
122	0
38	0
105	0
91	0
81	0
97	0
5115	0
1	0
34	0
37	0
343	0
12	0
209	0
20	0
62	0
159	0
1	93
22	93
291	0
20	0
31	0
134	16
8	16
46	0
65	0
164	0
61	0
143	0
27	0
131	0
0	0
617	0
427	0
25	0
25	0
41	0
25	0
51	0
23	0
42	0
97	0
28	0
0	2
1001	2589
13	61
413	40
0	21
135	0
1	241
2	241
77	0
62	0
68	0
104	0
51	0
0	1117
0	2
0	1
114	0
122	0
11	0
67	0
1	2
17	0
0	0
0	0
0	0
0	0
1	0
0	0
0	0
0	0
0	0
215	0
32	78
0	4
0	5
0	9
25	0
0	132
0	2922
0	3215
0	369
0	1050
0	986
0	12
0	3
78	0
106	0
322	0
138	0
59	0
51	0
324	0
0	0
0	2345
0	9256
0	9314
0	9305
0	0
1746	0
66	0
65	0
201	0
88	0
589	0
5	50
7	50
349	0
88	0
67	0
333	0
13	262
20	262
122	0
144	0
160	7
64	0
43	15
45	0
305	0
172	0
413	0
376	0
35	0
3	0
216	746
0	0
9	0
30	0
9	0
39	0
263	0
221	0
1098	0
84	0
76	0
68	0
2	68
11	68
1	29
2	29
200	0
29	0
307	0
88	0
37	0
73	0
336	0
7	303
6	303
808	0
451	0
493	0
62	0
817	0
0	0
79	0
118	0
328	0
0	57
6	57
31	0
56	0
86	0
49	0
144	0
40	0
118	0
170	0
41	0
5	0
276	0
155	0
586	0
30	0
24	777
1	777
4	34
6	34
25	0
74	0
46	0
402	0
37	0
143	0
98	0
0	34
8	34
595	0
21	0
134	0
0	3
0	13
90	0
7	0
126	0
24	0
17	0
0	0
69	0
337	0
84	0
87	0
0	15
0	34
0	34
0	34
0	5
417	0
341	102
342	9
142	0
260	0
74	0
142	0
75	0
28	0
368	0
173	0
106	0
150	270
383	369
605	0
0	0
0	68
0	68
0	68
14	0
0	0
41	0
175	0
40	0
98	0
21	0
0	33
0	58
0	58
0	15
107	0
52	0
152	0
143	0
481	0
197	0
8	0
74	0
124	0
59	0
58	842
2	0
53	0
58	0
255	0
196	0
390	0
254	0
48	0
18	0
776	0
3	0
135	0
49	0
163	0
112	0
1	0
39	0
164	0
139	0
5	118
9	118
154	0
50	0
131	0
248	0
5703	0
101	0
0	3
303	0
0	4
15	0
62	0
143	0
61	0
361	0
45	0
40	0
6	45
1	45
105	0
116	0
29	0
110	0
84	0
1	17
5	17
38	0
44	0
284	0
4	0
98	0
208	0
29	0
46	0
37	584
10	584
120	0
210	0
200	0
0	0
0	9
12	271
14	271
29	0
92	0
22	685
0	685
3	0
368	0
331	0
35	0
41	0
0	211
34	227
30	108
11	0
12	14
44	22
77	0
65	0
49	0
203	0
161	0
197	0
65	0
105	0
48	0
208	0
371	0
47	0
62	0
193	0
61	0
390	0
4	31
11	31
91	32
117	0
346	0
89	0
0	8610
3	52
0	52
61	0
328	0
106	0
72	0
45	0
674	0
104	0
1084	0
68	0
89	0
40	0
43	0
116	0
109	0
20	0
204	0
114	0
71	0
655	0
1330	0
9	0
66	0
202	0
1	0
185	0
116	0
180	0
78	0
560	0
128	0
277	0
11	0
32	0
29	0
37	0
25	0
15	0
15	0
166	0
31	0
100	0
67	0
50	0
114	0
48	0
39	0
86	0
33	0
43	0
651	0
120	0
30	0
83	0
111	0
32	0
51	0
239	0
244	0
7	0
12	687
11	687
96	0
6	0
312	0
3	0
54	0
16	50
0	50
70	0
22	0
5	234
8	234
8	322
10	322
74	0
57	0
6	0
55	0
2221	0
2	0
4	0
18	0
104	0
295	0
82	0
9	0
31	0
119	0
81	0
542	0
57	0
81	0
94	0
1616	0
0	0
0	2
0	14
31	0
15	0
109	0
9	0
139	0
0	106
0	106
125	0
15	0
164	36
0	23
11	56
0	56
387	0
0	0
406	0
34	0
124	0
109	0
49	0
171	0
8	408
2	408
52	0
12565	0
47	0
32	0
7	0
187	0
556	0
53	0
128	0
131	0
142	0
76	0
145	0
102	0
34	0
19	0
124	0
34	0
36	0
67	0
113	0
4	0
53	0
6	0
40	0
37	0
240	0
8	62
6	62
119	0
51	0
16	0
58	0
84	0
36	0
65	0
228	0
36	0
69	0
32	15
0	15
66	0
78	0
51	0
38	0
86	0
141	0
57	0
123	0
165	0
71	0
70	0
86	0
75	0
45	0
184	0
61	0
45	0
917	0
585	0
49	0
116	4
175	0
43	0
7	0
31	0
93	0
207	0
2	0
0	0
40	38
163	0
0	0
1	7
0	8
106	1680
19	0
48	0
0	8
1	42
0	18
0	99
0	5
241	0
9	0
73	0
122	0
65	66
0	66
282	0
174	0
58	0
22	0
0	0
56	0
224	0
109	0
184	0
115	0
29	0
12	0
31	0
220	0
23	0
332	0
0	86
0	922
0	876
80	0
295	0
31	0
57	0
277	0
201	0
132	0
69	0
53	0
212	0
27	0
86	0
8	0
28	0
1	0
158	0
90	0
0	14
11	0
0	2626
0	10377
0	10433
0	10433
0	0
745	0
359	0
46	0
150	0
1	80
13	80
163	0
36	0
42	0
16	0
10	58
19	58
73	0
36	0
56	0
7	105
3	105
88	0
2	0
6	0
4	0
89	0
46	0
105	0
274	0
11	0
0	1
26	0
0	2
336	0
198	0
7	0
727	0
15746	0
96	0
35	0
196	0
0	13
40	0
405	0
13	0
0	0
0	1
63	0
48	0
26	0
12	0
5793	0
1	0
181	0
42	0
1332	0
406	0
9	0
170	0
39	0
0	4
71	0
0	105
7	105
141	0
2	0
20	512
27	512
831	0
359	0
449	0
20	0
94	0
120	0
182	0
0	67
11	166
0	15
0	11
249	0
3	0
33	0
66	0
32	0
48	0
77	0
25	14
0	14
22	0
18	0
123	0
61	0
66	0
15	0
6	0
76	0
0	0
0	0
8	0
65	0
37	0
79	0
68	0
173	0
25	0
22	0
121	0
47	0
40	0
30	0
59	0
142	0
213	0
99	0
96	0
117	0
71	0
2	0
15	0
11	0
103	0
76	0
24	0
118	0
82	0
594	0
35	0
78	0
5	0
0	67
6	51
15	51
105	0
0	19
0	28
0	9
8	0
52	20
0	5
11	0
65	0
44	46
11	1
28	971
2	22
0	17
