UniqueCount	AmbigCount
0	1013
0	841
0	84
5	0
47	287
18	0
0	23
0	1
12	0
22	0
42	0
0	0
126	0
112	0
120	0
1	0
93	0
51	0
579	0
185	230
577	0
114	0
238	0
104	0
92	0
208	0
18	0
69	0
146	0
185	0
0	4
4	0
117	0
165	0
107	0
4	0
91	0
259	0
0	0
668	0
42	0
69	0
12	0
46	0
59	0
39	0
0	0
0	0
0	0
0	0
0	0
33	0
161	0
14	0
2	0
121	0
90	0
191	0
30	663
41	663
111	0
23	1319
45	1319
50	0
84	0
99	0
16	0
315	0
0	0
211	0
579	0
114	0
1574	0
356	0
37	529
62	529
45	0
0	80
2	80
45	0
2	0
0	3
0	3
23	0
0	103
0	103
133	0
691	0
196	0
206	0
0	1
111	689
0	689
4	1
5	1
0	0
295	0
85	0
75	0
130	0
796	0
368	0
56	0
121	0
60	0
66	0
20	0
20	0
23	0
46	0
1333	0
54	0
63	0
18	918
5	918
20	0
0	24
0	24
118	0
277	120
133	120
94	0
88	0
57	0
51	0
754	0
272	0
25	0
1467	0
183	0
3553	4907
0	4087
0	4907
0	4451
0	74
51	74
114	0
49	0
141	0
77	0
19	0
9	0
120	0
314	0
63	0
107	32
24	0
251	0
75	0
19	0
955	0
0	4
0	1
102	0
84	0
224	0
114	0
59	0
1	100
2	100
3	284
0	284
84	0
94	0
0	5
2	5
231	0
120	0
624	0
62	0
60	0
39	0
91	0
1	0
152	0
133	0
91	0
137	0
105	0
93	23
2	0
127	7
33	3
1	90
4	90
107	0
568	0
47	0
1	40
0	40
169	0
150	0
251	0
5	0
101	0
178	0
138	0
26	0
98	0
125	0
378	0
334	0
69	0
83	0
43	0
160	0
50	0
162	0
30	0
169	0
74	0
1	63
1	63
31	0
0	4
0	1
2	0
3	0
44	0
9	0
19	0
12	0
75	0
223	0
85	0
76	0
38	0
151	0
5	0
56	0
343	0
0	14
1	14
5	0
34	0
629	0
19	1000
4	1022
41	0
258	0
37	0
9	0
0	10
0	0
303	0
96	0
16	0
63	0
59	0
36	0
114	0
6	0
85	0
117	0
1	0
53	0
7	0
177	0
50	0
32	0
145	0
1067	0
91	0
126	0
318	0
70	0
22	0
37	0
44	0
88	0
49	0
23	0
6	0
401	2476
77	0
28	0
95	0
19	0
80	0
1175	0
37	0
0	0
92	0
47	0
639	0
6	0
0	0
0	0
133	0
54	0
93	0
13	0
238	0
25	0
60	0
467	0
64	0
147	0
100	0
37	0
136	0
164	0
2	5
2	5
200	0
84	0
69	0
5	774
5	774
43	0
170	0
68	0
62	0
94	0
44	0
7	0
17	51
0	0
0	2
10	0
0	1
0	7
0	629
0	629
0	629
0	0
12	0
17	0
6	91
51	19
0	172
0	154
1	863
0	17
0	2
114	0
5	1
0	1
0	0
0	0
0	0
21	49
144	0
125	0
160	0
26	0
23	0
187	0
95	0
127	0
179	0
103	0
302	0
24	0
38	0
38	0
67	0
162	0
33	0
86	0
83	0
65	0
105	0
2608	0
0	0
11	0
73	0
841	0
20	0
204	0
31	0
57	0
93	0
3	105
16	105
246	0
21	0
34	0
142	5
2	5
84	0
65	0
285	0
35	0
76	0
18	0
209	0
5	0
343	0
296	0
39	0
33	0
58	0
155	0
94	0
48	0
43	0
62	0
142	0
0	5
1323	3027
4	51
609	34
0	17
66	0
0	215
2	215
75	0
210	0
60	0
106	0
50	0
0	1359
0	1
0	4
94	0
205	0
23	0
44	0
4	1
9	0
0	3
0	1
58	0
7	0
4	0
0	1
1	7
15	0
1	0
139	0
18	53
0	2
0	1
3	7
37	5
0	91
0	779
0	861
0	98
0	198
0	180
0	13
0	0
126	0
54	0
145	0
106	0
84	0
64	0
182	0
0	0
0	1096
0	5916
0	5959
0	5958
0	2
4471	0
91	0
66	0
102	0
97	0
1087	0
5	46
1	46
600	0
173	0
51	0
215	0
3	358
21	358
136	0
182	0
135	5
51	0
48	7
39	0
151	0
242	0
374	0
215	0
21	0
